,artist.hotttnesss,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,longitude,loudness,mode,mode_confidence,song.hotttnesss,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms_freq,time_signature,time_signature_confidence,year
1317,0.386289651,0.024,1.55426,0.6579999999999999,1.18365,192.15628,0.0,2785,1.0,0.8759999999999999,18.015710000000002,-76.79731,-9.256,0,0.804,0.0,186.59,0.436,1.0002,161.721,0.940150437,4.0,0.297,0
1319,0.544257506,0.006999999999999999,0.20264000000000001,0.917,0.20264000000000001,235.65016,0.129,3584,9.0,0.325,32.77815,-96.7954,-13.277000000000001,1,0.354,1.0,229.239,0.838,0.20264000000000001,111.834,0.999791772,4.0,1.0,1996
1320,0.33238987,0.003,0.8362700000000001,0.317,0.46551000000000003,180.03546,0.2,1112,3.0,0.03,30.38815,-96.0878,-19.24,1,0.40700000000000003,0.0,174.829,0.204,0.2816,153.765,1.0,4.0,0.858,0
1321,0.543225521,0.011000000000000001,1.95392,0.961,0.7014100000000001,187.53261,0.255,3767,5.0,0.731,37.15735675013362,-63.93335786851952,-12.324000000000002,1,0.639,0.0,177.673,0.636,0.28986999999999996,95.781,1.0,4.0,0.0,0
1324,0.460456543,0.013000000000000001,1.36051,0.0,1.06325,260.10077,0.0,3750,2.0,0.516,37.15735675013362,-63.93335786851952,-5.852,0,0.599,0.0,260.101,0.092,1.06325,200.00400000000002,1.0,4.0,0.447,2010
1325,0.41261081899999996,0.518,1.6095,0.861,0.92674,263.67955,0.67,2480,10.0,0.16,50.82056,4.37967,-15.405999999999999,0,0.42100000000000004,0.0,257.10900000000004,0.081,0.5878899999999999,89.39399999999999,1.0,4.0,0.887,1995
1327,0.285523231,0.039,1.29525,0.772,0.0267,318.56281,0.0,2795,1.0,0.7,37.15735675013362,-63.93335786851952,-5.414,1,0.76,0.0,315.82,0.903,0.0267,93.95700000000001,0.891765101,4.0,1.0,0
1328,0.6107314629999999,0.83,0.44711000000000006,0.83,0.44711000000000006,335.33342000000005,0.0,3983,2.0,0.45799999999999996,37.15735675013362,-63.93335786851952,-5.763,1,0.642,0.0,335.333,0.6,0.44711000000000006,76.096,0.898816207,1.0,0.28300000000000003,1987
1329,0.249127455,0.005,1.00425,0.691,0.46184,288.33914,0.368,306,10.0,0.531,37.15735675013362,-63.93335786851952,-12.565,1,0.456,0.0,283.202,0.271,0.27564,112.06700000000001,1.0,4.0,1.0,0
1334,0.468604581,0.679,0.4297,0.679,0.4297,197.56363000000002,0.20600000000000002,3513,4.0,0.693,37.15735675013362,-63.93335786851952,-12.472999999999999,1,0.601,0.0,193.24200000000002,0.0,0.17217000000000002,114.16799999999999,1.0,1.0,0.0,0
1336,0.24308534899999998,0.008,0.87798,1.0,0.4325,200.75056999999998,0.369,144,8.0,0.5770000000000001,37.15735675013362,-63.93335786851952,-14.179,0,0.48700000000000004,0.0,195.239,1.0,0.4325,134.857,1.0,4.0,0.878,0
1337,0.48519826299999996,0.004,0.80386,0.539,0.33728,356.54485,0.166,2554,2.0,0.0,37.15735675013362,-63.93335786851952,-10.06,1,0.0,0.0,348.775,0.314,0.18124,129.27700000000002,0.9995999590000001,4.0,0.0,2006
1338,0.41160858,0.035,0.2554,0.73,0.2554,212.89751,0.305,2684,2.0,0.58,35.613009999999996,-90.33078,-6.986000000000001,1,0.6579999999999999,1.0,200.13299999999998,0.0,0.0518,147.928,1.0,4.0,0.27,2003
1339,0.313569343,0.2,0.59712,0.2,0.59712,157.46567,0.0,778,4.0,0.684,37.15735675013362,-63.93335786851952,-12.972000000000001,1,0.649,0.0,154.297,0.243,0.24381,84.273,1.0,1.0,0.259,0
1341,0.0,0.18,0.9762,0.0,0.3536,337.24036,0.0,1418,8.0,0.446,37.15735675013362,-63.93335786851952,-4.7860000000000005,1,0.436,0.0,321.01,0.6759999999999999,0.047,94.069,0.8963070390000001,4.0,0.6579999999999999,0
1342,0.288578616,0.713,0.2429,0.713,0.2429,52.766890000000004,0.159,635,1.0,0.59,38.8991,-77.029,-26.343000000000004,1,0.509,0.0,46.957,0.713,0.2429,224.47099999999998,0.948926435,1.0,0.851,0
1343,0.429780286,0.327,0.16372,1.0,0.16372,262.37342,2.188,3413,10.0,0.544,37.15735675013362,-63.93335786851952,-11.290999999999999,1,0.445,0.0,262.373,0.462,0.16372,129.047,1.0,4.0,0.6509999999999999,0
1345,0.320059113,0.976,0.08586,0.976,0.08586,159.05913999999999,3.7960000000000003,3029,2.0,0.455,37.15735675013362,-63.93335786851952,-8.383,1,0.292,0.0,147.847,0.263,0.08586,162.954,0.9865704259999999,1.0,0.0,1979
1347,0.36477617100000004,0.08800000000000001,1.1007799999999999,1.0,0.15913,232.75057,0.131,2281,0.0,0.687,37.15735675013362,-63.93335786851952,-4.045,0,0.643,1.0,227.701,1.0,0.15913,127.97399999999999,0.896714845,3.0,0.461,2006
1348,0.484876719,0.02,1.21259,1.0,1.21259,205.66159,0.7340000000000001,3334,2.0,0.021,37.15735675013362,-63.93335786851952,-7.119,1,0.38,0.0,189.266,0.682,0.89518,94.08200000000001,0.9072791259999999,4.0,0.9540000000000001,1998
1349,0.300743186,0.08199999999999999,0.95026,0.5660000000000001,0.05557,180.6624,0.0,397,0.0,0.81,40.74269,-84.10729,-10.527000000000001,1,0.5670000000000001,0.0,180.662,0.927,0.05557,135.238,1.0,4.0,0.981,0
1350,0.312127027,0.138,2.24325,0.49200000000000005,1.0387,235.4673,2.101,1761,6.0,0.938,34.16788,-111.9307,-9.087,1,0.693,0.0,230.58,0.105,0.73625,100.009,0.95984025,4.0,0.657,0
1352,0.586433379,0.474,1.14919,0.0,0.14705,180.13995,2.6060000000000003,3820,10.0,0.161,37.15735675013362,-63.93335786851952,-4.422,1,0.32,1.0,175.514,0.622,0.14705,121.354,0.9997664490000001,3.0,0.607,2009
1354,0.7504265509999999,0.037000000000000005,0.99966,0.77,0.52583,258.42893,2.1069999999999998,4036,5.0,0.301,54.314069999999994,-2.23001,-8.895,1,0.366,1.0,248.047,0.032,0.29078000000000004,121.071,0.9123026879999999,3.0,0.63,0
1355,0.52041211,0.11699999999999999,1.6361299999999999,0.5920000000000001,1.1664299999999999,399.33342000000005,0.0,3614,8.0,0.0,37.15735675013362,-63.93335786851952,-9.219,1,0.0,0.0,386.07800000000003,0.44799999999999995,0.93158,127.984,1.0,4.0,0.636,0
1356,0.32600887300000003,0.359,0.58063,0.516,0.58063,214.90892999999997,0.217,1585,9.0,0.604,37.15735675013362,-63.93335786851952,-10.845999999999998,1,0.5489999999999999,0.0,202.188,1.0,0.24070999999999998,88.897,0.957434236,4.0,0.871,0
1357,0.461026521,0.07,1.10124,1.0,0.36563,264.07138,0.33399999999999996,2721,2.0,0.134,37.15735675013362,-63.93335786851952,-5.202000000000001,1,0.298,0.0,245.354,0.682,0.18097,162.002,1.0,4.0,0.794,2005
1358,0.333303418,0.24100000000000002,1.5474299999999999,0.40700000000000003,0.43751,162.06322,0.0,844,1.0,1.0,37.15735675013362,-63.93335786851952,-12.37,1,0.914,0.0,162.063,0.419,0.07117000000000001,110.167,1.0,4.0,0.0,0
1360,0.554291489,0.9840000000000001,0.18458,0.9840000000000001,0.18458,143.64688999999998,0.171,2271,7.0,0.527,37.15735675013362,-63.93335786851952,-11.661,1,0.659,1.0,136.638,1.0,0.18458,156.079,1.0,1.0,0.0,1994
1361,0.39846996,0.446,0.6431899999999999,0.099,0.02777,71.99302,0.0,2685,8.0,0.0,34.053490000000004,-118.24531999999999,-28.475,1,0.0,1.0,61.597,0.721,0.02777,97.845,0.9747798529999999,4.0,0.6579999999999999,0
1362,0.475085634,0.027000000000000003,0.36173,0.885,0.36173,189.57016000000002,0.496,3360,1.0,0.431,37.15735675013362,-63.93335786851952,-3.492,1,0.322,0.0,189.57,1.0,0.17948,169.237,0.932965478,4.0,0.0,1997
1364,0.6751177190000001,0.042,0.8041,0.9129999999999999,0.23013000000000003,212.92362999999997,0.27,3752,2.0,0.552,34.053490000000004,-118.24531999999999,-5.428999999999999,1,0.514,1.0,203.395,0.655,0.08646000000000001,209.739,0.896629068,4.0,0.486,2009
1369,0.673207275,0.179,0.9289200000000001,0.7340000000000001,0.23551,160.93995,0.131,3673,1.0,0.456,37.15735675013362,-63.93335786851952,-8.758,1,0.758,0.0,156.653,0.758,0.23551,88.745,1.0,3.0,0.938,0
1370,0.335335108,0.47,0.62375,0.445,0.16362000000000002,165.40689,6.751,1838,0.0,0.079,37.15735675013362,-63.93335786851952,-12.987,1,0.28600000000000003,0.0,156.72299999999998,0.009000000000000001,0.16362000000000002,147.50799999999998,1.0,4.0,0.518,1996
1371,0.39362217200000005,0.128,1.15109,0.8270000000000001,0.24993,743.36608,0.425,1071,9.0,0.659,37.15735675013362,-63.93335786851952,-16.389,0,0.648,0.0,724.677,0.705,0.24993,134.491,0.9540429309999999,3.0,0.735,1992
1372,0.521726648,0.15,1.36533,1.0,0.32625,171.10159,0.0,3726,0.0,0.594,-34.60852,-58.373540000000006,-6.176,1,0.547,0.0,167.729,1.0,0.06519,115.73700000000001,1.0,5.0,1.0,1989
1374,0.379222861,0.098,2.5605900000000004,0.32899999999999996,0.057229999999999996,217.10322000000002,0.0,1763,4.0,0.726,40.731970000000004,-74.17418,-14.030999999999999,1,0.5760000000000001,0.0,210.321,0.742,0.057229999999999996,105.006,0.82150099,5.0,0.779,2000
1375,0.312220843,0.016,0.043,1.0,0.043,253.41342000000003,0.159,2339,10.0,0.767,37.15735675013362,-63.93335786851952,-6.0329999999999995,0,0.6970000000000001,0.0,242.91,0.555,0.043,90.882,0.9274292279999999,4.0,0.33399999999999996,0
1376,0.487406995,0.034,1.0334,0.6970000000000001,0.26459,222.27546,0.0,3711,11.0,0.7709999999999999,37.15735675013362,-63.93335786851952,-6.337999999999999,0,0.833,1.0,222.275,0.413,0.26459,160.783,1.0,4.0,0.537,2001
1377,0.5701065120000001,0.013000000000000001,1.71405,0.589,1.37573,177.71057,1.137,3745,1.0,0.7140000000000001,37.15735675013362,-63.93335786851952,-15.015,1,0.708,1.0,169.59900000000002,0.34700000000000003,1.20449,180.87599999999998,1.0,4.0,0.893,1999
1378,0.374335195,0.18100000000000002,0.7921100000000001,0.759,0.20165,243.80036,0.35700000000000004,744,11.0,0.509,37.15735675013362,-63.93335786851952,-12.347000000000001,1,0.441,0.0,230.905,0.0,0.20165,101.913,1.0,4.0,0.86,0
1379,0.342652377,0.253,0.6722199999999999,0.496,0.23918000000000003,262.19057000000004,0.233,1637,3.0,0.442,37.15735675013362,-63.93335786851952,-6.452999999999999,0,0.664,0.0,245.31900000000002,0.5660000000000001,0.23918000000000003,144.067,0.9155859740000001,4.0,0.9,1996
1381,0.661349364,0.223,1.2394,0.726,0.26189,231.07872999999998,0.428,3954,5.0,0.048,39.74001,-104.99226000000002,-8.096,0,0.29600000000000004,1.0,219.25400000000002,0.633,0.26189,124.53399999999999,0.899445568,3.0,1.0,2002
1383,0.366713432,0.11,0.34756,0.184,0.34756,205.87057,0.168,2100,2.0,1.0,37.15735675013362,-63.93335786851952,-9.812999999999999,1,0.617,0.0,196.487,0.648,0.07061,144.162,1.0,3.0,0.6779999999999999,1992
1384,0.39579127399999997,0.076,1.2247299999999999,0.0,0.5643100000000001,168.48934,3.7910000000000004,2741,4.0,0.7559999999999999,38.68193,-84.59431,-10.38,1,0.732,0.0,161.773,0.026000000000000002,0.24581999999999998,89.219,0.978369095,3.0,0.807,0
1387,0.342192311,0.07200000000000001,1.3612799999999998,1.0,0.21786999999999998,191.65995,0.409,2053,2.0,0.285,37.15735675013362,-63.93335786851952,-10.247,0,0.40700000000000003,0.0,180.709,0.7170000000000001,0.21786999999999998,106.854,0.864547649,3.0,1.0,2006
1388,0.39579127399999997,0.127,0.35189000000000004,0.361,0.35189000000000004,160.7571,0.11199999999999999,2741,2.0,1.0,38.68193,-84.59431,-13.321,1,0.8290000000000001,0.0,152.265,0.8959999999999999,0.15408,148.653,0.978369095,4.0,0.0,1963
1391,0.39661956600000003,0.292,0.27176,0.292,0.27176,417.56689,3.477,3392,4.0,0.316,37.15735675013362,-63.93335786851952,-8.92,0,0.401,0.0,374.596,1.0,0.04286,87.995,0.9822587079999999,1.0,0.9740000000000001,2001
1392,0.34835002200000004,0.047,0.9896799999999999,0.912,0.44892,174.54975,0.107,1889,2.0,0.835,37.15735675013362,-63.93335786851952,-12.209000000000001,1,0.7829999999999999,0.0,167.18900000000002,0.8,0.17920999999999998,115.781,1.0,4.0,0.0,0
1393,0.0,0.023,0.16394,1.0,0.16394,213.7073,0.078,1612,0.0,0.467,37.15735675013362,-63.93335786851952,-8.913,0,0.242,0.0,206.158,0.736,0.16394,100.042,0.980938909,4.0,0.626,0
1394,0.48801984200000004,0.184,1.8088799999999998,0.601,0.27553,512.1824,0.19399999999999998,2981,9.0,0.845,37.15735675013362,-63.93335786851952,-3.237,1,0.514,1.0,500.733,0.46399999999999997,0.27553,79.709,1.0,4.0,0.0,1987
1395,0.471493227,0.016,0.24291999999999997,0.7020000000000001,0.24291999999999997,108.93016000000001,0.0,3687,11.0,0.064,37.15735675013362,-63.93335786851952,-5.356,0,0.369,0.0,108.93,0.662,0.04033,148.71200000000002,1.0,4.0,0.0,2009
1396,0.316724551,0.04,0.41853,1.0,0.04313,261.642,0.212,1277,1.0,0.424,37.15735675013362,-63.93335786851952,-7.164,0,0.507,0.0,252.825,0.629,0.04313,159.668,0.927188997,4.0,0.0,1995
1398,0.401239122,0.073,2.17118,0.833,0.4106,201.32526000000001,0.252,2256,11.0,0.638,37.15735675013362,-63.93335786851952,-10.012,1,0.611,0.0,182.28799999999998,0.0,0.19022,135.989,1.0,5.0,0.237,0
1399,0.388527293,0.564,1.7231,0.511,1.1459700000000002,331.25832,5.195,2296,7.0,0.618,37.15735675013362,-63.93335786851952,-16.195999999999998,1,0.59,0.0,307.64099999999996,0.312,0.7539,103.634,1.0,4.0,0.066,1994
1402,0.324597715,1.0,0.36733000000000005,1.0,0.36733000000000005,269.40036000000003,0.316,1239,7.0,0.89,37.15735675013362,-63.93335786851952,-7.593999999999999,1,0.9229999999999999,0.0,255.46599999999998,0.45399999999999996,0.17213,154.286,0.9445802729999999,1.0,0.0,1982
1403,0.8048304279999999,0.27399999999999997,0.6987399999999999,0.7070000000000001,0.6987399999999999,171.72853,0.067,3980,0.0,0.76,37.15735675013362,-63.93335786851952,-5.92,1,0.649,1.0,167.445,0.622,0.16839,86.007,1.0,4.0,1.0,2004
1405,0.543706051,0.028999999999999998,0.9045,0.838,0.26899,235.96363,0.0,3295,7.0,0.207,37.15735675013362,-63.93335786851952,-3.7230000000000003,1,0.406,0.0,228.11900000000003,0.8809999999999999,0.26899,98.001,0.999950696,4.0,1.0,0
1407,0.228428667,0.738,3.82879,0.7759999999999999,0.46016999999999997,95.73832,0.0,245,0.0,0.171,37.15735675013362,-63.93335786851952,-14.218,1,0.203,0.0,95.738,0.23600000000000002,0.18653,78.139,1.0,4.0,0.733,0
1410,0.39336940600000003,0.012,1.08261,0.8340000000000001,0.56155,215.84933999999998,0.0,3153,10.0,0.139,37.15735675013362,-63.93335786851952,-8.177999999999999,0,0.503,0.0,215.84900000000002,0.89,0.29545,115.86200000000001,0.968747323,4.0,0.721,0
1411,0.291183521,0.536,0.41022,0.53,0.10575,151.61424,0.0,1735,6.0,0.7559999999999999,40.71455,-74.00712,-6.265,1,0.478,0.0,151.614,0.575,0.10575,197.15200000000002,1.0,4.0,0.094,2001
1412,0.487595648,0.08800000000000001,1.5901100000000001,1.0,0.59048,257.74975,0.47600000000000003,3444,11.0,0.20800000000000002,37.15735675013362,-63.93335786851952,-6.421,0,0.622,1.0,239.81599999999997,0.243,0.59048,120.008,1.0,4.0,0.275,0
1413,0.36239821299999997,0.21,0.6146199999999999,0.265,0.33158000000000004,50.1024,4.394,2081,3.0,0.248,37.15735675013362,-63.93335786851952,-16.468,1,0.5529999999999999,0.0,50.102,0.265,0.33158000000000004,162.67600000000002,1.0,7.0,0.265,2000
1415,0.343428378,1.0,0.33999,1.0,0.33999,168.46322,0.276,1452,0.0,0.44799999999999995,37.15735675013362,-63.93335786851952,-11.106,1,0.489,0.0,164.653,0.8170000000000001,0.33999,105.459,1.0,1.0,0.373,2003
1417,0.587869152,0.08199999999999999,0.44732,0.57,0.06554,528.14322,0.38,3922,0.0,0.765,37.15735675013362,-63.93335786851952,-12.797,1,0.591,1.0,514.049,0.57,0.06554,175.66299999999998,0.9242657809999999,3.0,0.736,1994
1418,0.398373123,0.156,0.32671999999999995,0.555,0.32671999999999995,185.5473,0.0,1316,5.0,0.5429999999999999,37.77916,-122.42005,-16.241,1,0.49,0.0,167.549,0.773,0.04395,106.12700000000001,0.9927934629999999,4.0,0.042,0
1419,0.415582881,0.015,0.7196100000000001,1.0,0.21902,240.27382999999998,0.415,2399,0.0,0.059000000000000004,37.33847,-121.88578999999999,-9.31,1,0.36700000000000005,0.0,236.495,1.0,0.21902,122.01899999999999,0.991834277,4.0,0.265,1996
1420,0.437964733,0.483,1.4052200000000001,0.22899999999999998,0.60541,287.242,0.0,3178,11.0,0.368,37.15735675013362,-63.93335786851952,-5.612,0,0.655,0.0,272.62,0.494,0.40368000000000004,149.591,1.0,4.0,0.599,2001
1421,0.373611112,0.092,0.9345600000000001,0.0,0.43781000000000003,305.05751000000004,0.0,2570,11.0,0.266,37.15735675013362,-63.93335786851952,-3.3819999999999997,0,0.308,1.0,305.057,0.401,0.06571,120.042,0.830141137,4.0,1.0,2006
1424,0.39490889700000004,0.292,0.46876,0.389,0.46876,323.94404,0.578,3494,9.0,0.882,40.71455,-74.00712,-13.753,1,0.675,1.0,318.624,0.10400000000000001,0.23118000000000002,130.826,0.887465255,5.0,1.0,1999
1425,0.424953084,0.013000000000000001,1.00916,0.795,0.29441999999999996,315.01016,0.308,3284,2.0,0.0,37.15735675013362,-63.93335786851952,-34.703,0,0.0,0.0,293.135,0.10099999999999999,0.29441999999999996,95.869,0.898751785,4.0,0.534,1993
1426,0.5371062839999999,0.043,0.26913000000000004,0.045,0.26913000000000004,294.08608,0.0,3268,6.0,0.535,37.15735675013362,-63.93335786851952,-6.477,0,0.647,0.0,285.83799999999997,1.0,0.26913000000000004,125.95,1.0,4.0,0.6809999999999999,1998
1427,0.677482479,0.055,0.91722,1.0,0.35764,196.20526,0.33399999999999996,3895,2.0,1.0,37.15735675013362,-63.93335786851952,-7.045,1,0.706,1.0,179.66400000000002,1.0,0.07644,107.042,1.0,4.0,1.0,2010
1428,0.144684661,0.025,1.50744,0.682,0.87174,321.56689,0.0,3018,6.0,0.355,37.15735675013362,-63.93335786851952,-11.241,0,0.44299999999999995,0.0,304.408,0.878,0.87174,93.848,1.0,4.0,0.563,1998
1429,0.344290296,0.115,1.22266,0.312,0.6237199999999999,262.79138,3.767,1240,1.0,0.491,37.15735675013362,-63.93335786851952,-9.199,0,0.44299999999999995,0.0,252.30200000000002,0.19699999999999998,0.17378,100.01,1.0,4.0,0.718,0
1430,0.0,0.035,0.6401100000000001,1.0,0.18548,354.11546,0.171,1043,3.0,0.0,37.15735675013362,-63.93335786851952,-12.610999999999999,0,0.063,0.0,348.50800000000004,1.0,0.18548,132.002,1.0,4.0,0.868,0
1431,0.30571906,0.002,0.76261,0.927,0.26929000000000003,224.91383,0.253,1887,7.0,0.368,37.15735675013362,-63.93335786851952,-7.29,1,0.503,0.0,217.205,1.0,0.26929000000000003,122.02600000000001,0.9120362129999999,4.0,1.0,2005
1432,0.0,0.513,1.39721,0.9109999999999999,0.31269,147.64363,0.308,209,3.0,0.747,37.15735675013362,-63.93335786851952,-19.76,1,0.797,0.0,132.093,0.136,0.31269,111.26700000000001,0.9644108140000001,4.0,0.659,0
1433,0.0,0.825,0.70617,1.0,0.1401,192.73098000000002,0.292,674,10.0,0.6679999999999999,37.15735675013362,-63.93335786851952,-14.392999999999999,0,0.625,0.0,184.291,0.511,0.1401,106.07,1.0,4.0,0.35700000000000004,0
1435,0.490768669,0.209,1.03265,0.522,0.45488,225.67137999999997,0.0,3739,4.0,0.7090000000000001,37.15735675013362,-63.93335786851952,-12.637,1,0.723,1.0,211.65599999999998,0.5479999999999999,0.16172999999999998,103.647,0.89815918,4.0,0.889,2009
1436,0.41074357799999994,0.011000000000000001,1.15488,1.0,0.12302,160.07791,0.331,3464,2.0,0.079,37.15735675013362,-63.93335786851952,-6.671,1,0.484,0.0,157.217,0.889,0.12302,122.495,0.956615529,4.0,0.0,0
1437,0.587869152,0.395,0.34749,0.395,0.34749,192.23465,0.0,3922,1.0,0.677,37.15735675013362,-63.93335786851952,-6.216,1,0.68,1.0,187.826,0.643,0.17147,167.263,0.9242657809999999,1.0,0.0,1969
1440,0.46788551100000003,0.742,0.34174,0.742,0.34174,102.94811999999999,0.316,3390,9.0,0.474,52.478590000000004,-1.9086,-7.42,1,0.512,1.0,97.26299999999999,0.585,0.15796,161.196,0.9619381440000001,1.0,0.084,2003
1441,0.38367798299999994,0.076,2.39013,0.265,0.5303,227.5522,0.125,1781,1.0,0.769,40.71455,-74.00712,-5.355,1,0.615,0.0,227.55200000000002,1.0,0.1577,64.734,0.8781867170000001,7.0,0.6659999999999999,0
1442,0.294789904,0.595,0.04833,0.595,0.04833,256.70485,0.311,503,7.0,0.028999999999999998,37.15735675013362,-63.93335786851952,-12.890999999999998,1,0.38,0.0,246.18400000000003,0.66,0.04833,51.265,0.959721211,1.0,0.0,1998
1444,0.578301634,0.01,0.9763200000000001,0.728,0.49141,216.92036000000002,0.2,3195,0.0,0.512,37.15735675013362,-63.93335786851952,-8.238,1,0.578,1.0,209.572,1.0,0.24835,123.943,1.0,4.0,0.6559999999999999,2003
1446,0.48588145899999996,0.001,0.51732,0.9259999999999999,0.18959,222.14485,0.32799999999999996,3856,6.0,0.048,40.71455,-74.00712,-4.487,0,0.336,0.0,212.16099999999997,0.266,0.18959,182.98,0.8565515890000001,4.0,0.794,0
1448,0.34190457399999996,0.373,0.17255,0.373,0.17255,201.03791,0.0,2261,0.0,0.162,-23.56287,-46.65466,-19.87,1,0.308,0.0,191.46599999999998,0.63,0.17255,128.664,0.9703412770000001,1.0,0.024,0
1449,0.295501622,0.389,0.09689,1.0,0.09689,200.59383,0.322,3082,7.0,0.762,51.26143,-1.09712,-6.572,1,0.9570000000000001,0.0,194.815,0.943,0.09689,113.06299999999999,1.0,4.0,0.214,1998
1450,0.37368526,0.366,0.35746,0.888,0.35746,216.05832,0.113,1407,6.0,0.0,33.981629999999996,-117.37388,-4.773,1,0.0,0.0,206.878,0.728,0.16788,157.001,0.9600552,4.0,1.0,0
1451,0.427816989,0.213,1.53946,1.0,0.28613,232.80281000000002,0.20600000000000002,1850,7.0,0.368,45.4215,-75.69189,-7.716,1,0.528,0.0,220.317,0.848,0.28613,98.62299999999999,1.0,4.0,0.345,0
1452,0.0,0.001,1.2002,0.0,0.05268,254.82404,1.4369999999999998,169,11.0,0.265,37.15735675013362,-63.93335786851952,-7.632000000000001,0,0.371,0.0,248.512,0.368,0.05268,104.02,1.0,4.0,0.805,0
1453,0.43089760899999996,0.08800000000000001,0.55347,0.9309999999999999,0.27679000000000004,233.42975,0.102,2349,10.0,0.747,37.15735675013362,-63.93335786851952,-6.209,0,0.569,0.0,225.495,0.39,0.1388,220.03099999999998,0.926334388,4.0,1.0,2007
1457,0.294161882,0.16,0.871,0.7040000000000001,0.35262,245.44608,3.489,399,7.0,0.021,37.15735675013362,-63.93335786851952,-9.472000000000001,0,0.392,0.0,235.282,0.17800000000000002,0.35262,117.993,1.0,3.0,0.833,0
1459,0.396521303,0.113,1.19687,0.601,0.36105,173.66159,0.276,2664,10.0,0.77,37.15735675013362,-63.93335786851952,-10.786,1,0.6609999999999999,0.0,164.28099999999998,0.601,0.36105,145.16,1.0,3.0,1.0,1994
1460,0.550762085,0.084,0.47534,0.24,0.47534,253.49178999999998,1.03,3913,10.0,0.726,37.15735675013362,-63.93335786851952,-7.986000000000001,0,0.38299999999999995,1.0,243.188,0.41100000000000003,0.19471,101.544,0.953021558,4.0,0.0,1995
1462,0.3065186,0.25,2.02258,0.0,0.27512,138.84036,3.466,499,0.0,0.278,33.74831,-84.39111,-17.772000000000002,1,0.581,0.0,133.869,0.0,0.27512,103.053,1.0,5.0,0.742,0
1463,0.278960162,0.17600000000000002,1.8154700000000001,0.855,0.26014,317.54404,0.223,1234,10.0,0.705,51.05563,3.72856,-10.575,0,0.613,0.0,312.645,0.9359999999999999,0.06491,82.634,0.9390691240000001,4.0,1.0,0
1464,0.377888131,0.095,0.72356,0.996,0.23631999999999997,159.60771,0.40299999999999997,1725,9.0,0.655,43.648559999999996,-79.38533000000001,-9.224,1,0.461,1.0,153.925,0.65,0.23631999999999997,125.1,0.9992295379999999,4.0,0.0,1988
1466,0.563403566,0.7020000000000001,0.33239,0.721,0.33239,254.51057000000003,0.125,4019,1.0,0.611,37.15735675013362,-63.93335786851952,-4.952,1,0.22,0.0,241.458,0.502,0.16763,91.97,0.999903126,4.0,1.0,2006
1467,0.32138373,0.084,1.01762,0.414,0.26433,100.8322,0.0,1190,1.0,0.63,37.15735675013362,-63.93335786851952,-3.8,1,0.626,0.0,97.274,0.48700000000000004,0.07745,146.454,0.93249529,4.0,1.0,0
1468,0.049034380999999995,0.13699999999999998,3.3176400000000004,0.987,0.22925,44.19873,0.0,326,0.0,0.0,37.15735675013362,-63.93335786851952,-17.472,1,0.0,0.0,44.199,0.0,0.22925,79.05,0.941261626,7.0,0.115,0
1470,0.37177722799999996,0.23199999999999998,0.72702,0.322,0.72702,149.99465,0.223,3054,5.0,0.0,37.15735675013362,-63.93335786851952,-9.035,1,0.0,0.0,147.18,0.215,0.29556,110.76799999999999,0.9534066940000001,4.0,1.0,2004
1471,0.327875295,0.027000000000000003,0.6353,0.7559999999999999,0.0918,354.06322,0.067,1347,7.0,0.091,37.15735675013362,-63.93335786851952,-11.96,1,0.354,0.0,336.202,0.136,0.0918,105.98200000000001,0.999990088,4.0,0.027999999999999997,2003
1472,0.401936415,0.011000000000000001,0.6352,0.654,0.6352,213.55057000000002,0.374,2923,5.0,0.242,37.15735675013362,-63.93335786851952,-5.15,1,0.36700000000000005,1.0,208.96200000000002,0.475,0.42189,135.958,1.0,4.0,1.0,0
1474,0.477798988,0.344,0.23476,0.35100000000000003,0.23476,252.86485,0.0,3426,5.0,0.457,37.15735675013362,-63.93335786851952,-15.644,0,0.425,0.0,248.47099999999998,1.0,0.02185,93.32,0.917576608,5.0,1.0,0
1475,0.310298996,0.035,0.67199,0.33399999999999996,0.18993,203.83302,0.0,1261,2.0,0.392,37.15735675013362,-63.93335786851952,-13.341,1,0.359,0.0,198.798,0.623,0.030310000000000004,126.555,0.965969042,4.0,0.0,0
1478,0.336141578,0.133,1.4790299999999998,1.0,0.2195,225.20118,0.10400000000000001,2110,10.0,0.489,35.67048,139.74092,-3.198,1,0.39399999999999996,0.0,219.649,0.363,0.2195,142.946,0.9830186340000001,5.0,0.612,2006
1479,0.379228069,0.009000000000000001,1.01491,1.0,0.24029,192.26077,2.0669999999999997,1616,11.0,0.436,37.15735675013362,-63.93335786851952,-8.228,0,0.508,0.0,188.111,0.935,0.04736,155.049,0.8647211570000001,4.0,0.272,1998
1482,0.0,0.071,1.52005,0.233,0.22676,180.79301999999998,0.0,56,2.0,0.198,37.15735675013362,-63.93335786851952,-11.19,0,0.46,0.0,180.793,0.335,0.22676,92.277,1.0,4.0,1.0,0
1484,0.351675722,0.39899999999999997,1.47777,0.0,0.39066999999999996,200.28036,0.0,2700,4.0,0.6829999999999999,37.15735675013362,-63.93335786851952,-29.691999999999997,1,0.581,0.0,185.22,0.055,0.39066999999999996,110.167,0.933309383,4.0,1.0,0
